,연도,월,요일,노선명,전염병,승하차총승객수
7419,2018,9,5,1,0,2194995.0
7420,2018,9,5,2,0,12354793.0
7421,2018,9,5,3,0,4580425.0
7422,2018,9,5,4,0,4635320.0
7423,2018,9,5,5,0,4890485.0
7424,2018,9,5,6,0,2908453.0
7425,2018,9,5,7,0,5817507.0
7426,2018,9,5,8,0,1512898.0
7427,2018,9,5,9,0,2170153.0
7444,2018,9,6,1,0,2180104.0
7445,2018,9,6,2,0,12009443.0
7446,2018,9,6,3,0,4430880.0
7447,2018,9,6,4,0,4537980.0
7448,2018,9,6,5,0,4743109.0
7449,2018,9,6,6,0,2819299.0
7450,2018,9,6,7,0,5661045.0
7451,2018,9,6,8,0,1463426.0
7452,2018,9,6,9,0,2110752.0
7469,2018,9,7,1,0,2053623.0
7470,2018,9,7,2,0,11179063.0
7471,2018,9,7,3,0,4205972.0
7472,2018,9,7,4,0,4287261.0
7473,2018,9,7,5,0,4497776.0
7474,2018,9,7,6,0,2642714.0
7475,2018,9,7,7,0,5412661.0
7476,2018,9,7,8,0,1378483.0
7477,2018,9,7,9,0,2007186.0
7494,2018,10,1,1,0,1591791.0
7495,2018,10,1,2,0,8131159.0
7496,2018,10,1,3,0,3057873.0
7497,2018,10,1,4,0,3241848.0
7498,2018,10,1,5,0,2961487.0
7499,2018,10,1,6,0,2087647.0
7500,2018,10,1,7,0,3588636.0
7501,2018,10,1,8,0,981228.0
7502,2018,10,1,9,0,1346956.0
7519,2018,10,2,1,0,2195020.0
7520,2018,10,2,2,0,11340164.0
7521,2018,10,2,3,0,4315229.0
7522,2018,10,2,4,0,4507964.0
7523,2018,10,2,5,0,4263469.0
7524,2018,10,2,6,0,2880228.0
7525,2018,10,2,7,0,4877542.0
7526,2018,10,2,8,0,1287590.0
7527,2018,10,2,9,0,1923221.0
7544,2018,10,3,1,0,2520313.0
7545,2018,10,3,2,0,14722641.0
7546,2018,10,3,3,0,5446065.0
7547,2018,10,3,4,0,5455956.0
7548,2018,10,3,5,0,5709390.0
7549,2018,10,3,6,0,3484184.0
7550,2018,10,3,7,0,6695681.0
7551,2018,10,3,8,0,1793812.0
7552,2018,10,3,9,0,2583225.0
7569,2018,10,4,1,0,2473439.0
7570,2018,10,4,2,0,14144671.0
7571,2018,10,4,3,0,5227323.0
7572,2018,10,4,4,0,5334605.0
7573,2018,10,4,5,0,5680467.0
7574,2018,10,4,6,0,3323976.0
7575,2018,10,4,7,0,6651334.0
7576,2018,10,4,8,0,1751321.0
7577,2018,10,4,9,0,2481861.0
7594,2018,10,5,1,0,2847055.0
7595,2018,10,5,2,0,16142748.0
7596,2018,10,5,3,0,5947635.0
7597,2018,10,5,4,0,6214352.0
7598,2018,10,5,5,0,6489829.0
7599,2018,10,5,6,0,3888759.0
7600,2018,10,5,7,0,7608228.0
7601,2018,10,5,8,0,2015710.0
7602,2018,10,5,9,0,2810543.0
7619,2018,10,6,1,0,2829272.0
7620,2018,10,6,2,0,15961807.0
7621,2018,10,6,3,0,5857385.0
7622,2018,10,6,4,0,6147218.0
7623,2018,10,6,5,0,6404015.0
7624,2018,10,6,6,0,3805960.0
7625,2018,10,6,7,0,7548100.0
7626,2018,10,6,8,0,1987520.0
7627,2018,10,6,9,0,2800894.0
7644,2018,10,7,1,0,2962859.0
7645,2018,10,7,2,0,16962971.0
7646,2018,10,7,3,0,6227325.0
7647,2018,10,7,4,0,6376450.0
7648,2018,10,7,5,0,6831481.0
7649,2018,10,7,6,0,3997466.0
7650,2018,10,7,7,0,8108555.0
7651,2018,10,7,8,0,2104249.0
7652,2018,10,7,9,0,2997186.0
7669,2018,11,1,1,0,1571270.0
7670,2018,11,1,2,0,8174008.0
7671,2018,11,1,3,0,3029321.0
7672,2018,11,1,4,0,3238040.0
7673,2018,11,1,5,0,2861974.0
7674,2018,11,1,6,0,1877948.0
7675,2018,11,1,7,0,3504183.0
7676,2018,11,1,8,0,968957.0
7677,2018,11,1,9,0,1322835.0
7694,2018,11,2,1,0,2303499.0
7695,2018,11,2,2,0,11508885.0
7696,2018,11,2,3,0,4415706.0
7697,2018,11,2,4,0,4538206.0
7698,2018,11,2,5,0,4158854.0
7699,2018,11,2,6,0,2622055.0
7700,2018,11,2,7,0,4924602.0
7701,2018,11,2,8,0,1301564.0
7702,2018,11,2,9,0,1852778.0
7719,2018,11,3,1,0,3234249.0
7720,2018,11,3,2,0,18609269.0
7721,2018,11,3,3,0,6906004.0
7722,2018,11,3,4,0,6913765.0
7723,2018,11,3,5,0,7198438.0
7724,2018,11,3,6,0,4215438.0
7725,2018,11,3,7,0,8438025.0
7726,2018,11,3,8,0,2243439.0
7727,2018,11,3,9,0,3261550.0
7744,2018,11,4,1,0,2986589.0
7745,2018,11,4,2,0,17592194.0
7746,2018,11,4,3,0,6420706.0
7747,2018,11,4,4,0,6563609.0
7748,2018,11,4,5,0,7025034.0
7749,2018,11,4,6,0,4055295.0
7750,2018,11,4,7,0,8208558.0
7751,2018,11,4,8,0,2172085.0
7752,2018,11,4,9,0,3108835.0
7769,2018,11,5,1,0,2371563.0
7770,2018,11,5,2,0,13997610.0
7771,2018,11,5,3,0,5097480.0
7772,2018,11,5,4,0,5256147.0
7773,2018,11,5,5,0,5659951.0
7774,2018,11,5,6,0,3243723.0
7775,2018,11,5,7,0,6617035.0
7776,2018,11,5,8,0,1745297.0
7777,2018,11,5,9,0,2474082.0
7794,2018,11,6,1,0,2379692.0
7795,2018,11,6,2,0,13893718.0
7796,2018,11,6,3,0,5063473.0
7797,2018,11,6,4,0,5210516.0
7798,2018,11,6,5,0,5613610.0
7799,2018,11,6,6,0,3225186.0
7800,2018,11,6,7,0,6603951.0
7801,2018,11,6,8,0,1726632.0
7802,2018,11,6,9,0,2455699.0
7819,2018,11,7,1,0,2355835.0
7820,2018,11,7,2,0,13657479.0
7821,2018,11,7,3,0,4994539.0
7822,2018,11,7,4,0,5108501.0
7823,2018,11,7,5,0,5507389.0
7824,2018,11,7,6,0,3155607.0
7825,2018,11,7,7,0,6538045.0
7826,2018,11,7,8,0,1706248.0
7827,2018,11,7,9,0,2414565.0
7844,2018,12,1,1,0,1809744.0
7845,2018,12,1,2,0,9573612.0
7846,2018,12,1,3,0,3495270.0
7847,2018,12,1,4,0,3802072.0
7848,2018,12,1,5,0,3316096.0
7849,2018,12,1,6,0,2200436.0
7850,2018,12,1,7,0,4107594.0
7851,2018,12,1,8,0,1142020.0
7852,2018,12,1,9,0,1603761.0
7869,2018,12,2,1,0,2712984.0
7870,2018,12,2,2,0,13775608.0
7871,2018,12,2,3,0,5164746.0
7872,2018,12,2,4,0,5363153.0
7873,2018,12,2,5,0,4800687.0
7874,2018,12,2,6,0,3073685.0
7875,2018,12,2,7,0,5778632.0
7876,2018,12,2,8,0,1562706.0
7877,2018,12,2,9,0,2288666.0
7895,2018,12,3,1,0,2535333.0
7896,2018,12,3,2,0,14824757.0
7897,2018,12,3,3,0,5414863.0
7898,2018,12,3,4,0,5438299.0
7899,2018,12,3,5,0,5667074.0
7900,2018,12,3,6,0,3278688.0
7901,2018,12,3,7,0,6603073.0
7902,2018,12,3,8,0,1769624.0
7903,2018,12,3,9,0,2639512.0
7920,2018,12,4,1,0,2445643.0
7921,2018,12,4,2,0,14399224.0
7922,2018,12,4,3,0,5236197.0
7923,2018,12,4,4,0,5335376.0
7924,2018,12,4,5,0,5739509.0
7925,2018,12,4,6,0,3262269.0
7926,2018,12,4,7,0,6593312.0
7927,2018,12,4,8,0,1758392.0
7928,2018,12,4,9,0,2632394.0
7945,2018,12,5,1,0,2439703.0
7946,2018,12,5,2,0,14128578.0
7947,2018,12,5,3,0,5131786.0
7948,2018,12,5,4,0,5292680.0
7949,2018,12,5,5,0,5655215.0
7950,2018,12,5,6,0,3209273.0
7951,2018,12,5,7,0,6557307.0
7952,2018,12,5,8,0,1740588.0
7953,2018,12,5,9,0,2529802.0
7970,2018,12,6,1,0,2275320.0
7971,2018,12,6,2,0,12637896.0
7972,2018,12,6,3,0,4512754.0
7973,2018,12,6,4,0,4891656.0
7974,2018,12,6,5,0,4965779.0
7975,2018,12,6,6,0,2880374.0
7976,2018,12,6,7,0,5755428.0
7977,2018,12,6,8,0,1567133.0
7978,2018,12,6,9,0,2202874.0
7995,2018,12,7,1,0,2996360.0
7996,2018,12,7,2,0,16753341.0
7997,2018,12,7,3,0,6050632.0
7998,2018,12,7,4,0,6295261.0
7999,2018,12,7,5,0,6602259.0
8000,2018,12,7,6,0,3792689.0
8001,2018,12,7,7,0,7670521.0
8002,2018,12,7,8,0,2056391.0
8003,2018,12,7,9,0,2938349.0
8020,2019,1,1,1,0,1429469.0
8021,2019,1,1,2,0,7275315.0
8022,2019,1,1,3,0,2690330.0
8023,2019,1,1,4,0,2881002.0
8024,2019,1,1,5,0,2607775.0
8025,2019,1,1,6,0,1668174.0
8026,2019,1,1,7,0,3160378.0
8027,2019,1,1,8,0,884695.0
8028,2019,1,1,9,0,1240925.0
8045,2019,1,2,1,0,2103146.0
8046,2019,1,2,2,0,10444861.0
8047,2019,1,2,3,0,3914972.0
8048,2019,1,2,4,0,4007230.0
8049,2019,1,2,5,0,3684545.0
8050,2019,1,2,6,0,2320356.0
8051,2019,1,2,7,0,4406695.0
8052,2019,1,2,8,0,1211915.0
8053,2019,1,2,9,0,1725905.0
8070,2019,1,3,1,0,2554763.0
8071,2019,1,3,2,0,14417674.0
8072,2019,1,3,3,0,5214732.0
8073,2019,1,3,4,0,5109637.0
8074,2019,1,3,5,0,5516411.0
8075,2019,1,3,6,0,3122027.0
8076,2019,1,3,7,0,6420776.0
8077,2019,1,3,8,0,1734895.0
8078,2019,1,3,9,0,2581503.0
8095,2019,1,4,1,0,3006455.0
8096,2019,1,4,2,0,17136057.0
8097,2019,1,4,3,0,6175891.0
8098,2019,1,4,4,0,6107579.0
8099,2019,1,4,5,0,6740421.0
8100,2019,1,4,6,0,3732993.0
8101,2019,1,4,7,0,7809933.0
8102,2019,1,4,8,0,2098495.0
8103,2019,1,4,9,0,3073568.0
8120,2019,1,5,1,0,2926916.0
8121,2019,1,5,2,0,16903727.0
8122,2019,1,5,3,0,6059120.0
8123,2019,1,5,4,0,6032437.0
8124,2019,1,5,5,0,6687466.0
8125,2019,1,5,6,0,3684523.0
8126,2019,1,5,7,0,7763880.0
8127,2019,1,5,8,0,2075357.0
8128,2019,1,5,9,0,3043184.0
8145,2019,1,6,1,0,2672117.0
8146,2019,1,6,2,0,14898352.0
8147,2019,1,6,3,0,5351345.0
8148,2019,1,6,4,0,5400960.0
8149,2019,1,6,5,0,5864346.0
8150,2019,1,6,6,0,3281521.0
8151,2019,1,6,7,0,6827484.0
8152,2019,1,6,8,0,1844878.0
8153,2019,1,6,9,0,2689750.0
8170,2019,1,7,1,0,2323439.0
8171,2019,1,7,2,0,13273792.0
8172,2019,1,7,3,0,4783962.0
8173,2019,1,7,4,0,4720491.0
8174,2019,1,7,5,0,5265198.0
8175,2019,1,7,6,0,2872770.0
8176,2019,1,7,7,0,6164822.0
8177,2019,1,7,8,0,1642873.0
8178,2019,1,7,9,0,2407788.0
8195,2019,2,1,1,0,1352443.0
8196,2019,2,1,2,0,7042846.0
8197,2019,2,1,3,0,2594968.0
8198,2019,2,1,4,0,2813902.0
8199,2019,2,1,5,0,2497153.0
8200,2019,2,1,6,0,1622976.0
8201,2019,2,1,7,0,3084960.0
8202,2019,2,1,8,0,877171.0
8203,2019,2,1,9,0,1211397.0
8220,2019,2,2,1,0,2086948.0
8221,2019,2,2,2,0,10175121.0
8222,2019,2,2,3,0,3824603.0
8223,2019,2,2,4,0,3974533.0
8224,2019,2,2,5,0,3604228.0
8225,2019,2,2,6,0,2281654.0
8226,2019,2,2,7,0,4362669.0
8227,2019,2,2,8,0,1192738.0
8228,2019,2,2,9,0,1693784.0
8245,2019,2,3,1,0,2467016.0
8246,2019,2,3,2,0,14162808.0
8247,2019,2,3,3,0,5170082.0
8248,2019,2,3,4,0,5050467.0
8249,2019,2,3,5,0,5490110.0
8250,2019,2,3,6,0,3081604.0
8251,2019,2,3,7,0,6429927.0
8252,2019,2,3,8,0,1725425.0
8253,2019,2,3,9,0,2581604.0
8270,2019,2,4,1,0,2439367.0
8271,2019,2,4,2,0,13884452.0
8272,2019,2,4,3,0,5060341.0
8273,2019,2,4,4,0,4991721.0
8274,2019,2,4,5,0,5418155.0
8275,2019,2,4,6,0,3023309.0
8276,2019,2,4,7,0,6323020.0
8277,2019,2,4,8,0,1698736.0
8278,2019,2,4,9,0,2489190.0
8295,2019,2,5,1,0,2141447.0
8296,2019,2,5,2,0,11952740.0
8297,2019,2,5,3,0,4396784.0
8298,2019,2,5,4,0,4383934.0
8299,2019,2,5,5,0,4696971.0
8300,2019,2,5,6,0,2627001.0
8301,2019,2,5,7,0,5490884.0
8302,2019,2,5,8,0,1475659.0
8303,2019,2,5,9,0,2155173.0
8320,2019,2,6,1,0,2026452.0
8321,2019,2,6,2,0,11354036.0
8322,2019,2,6,3,0,4167103.0
8323,2019,2,6,4,0,4193372.0
8324,2019,2,6,5,0,4517333.0
8325,2019,2,6,6,0,2537123.0
8326,2019,2,6,7,0,5321112.0
8327,2019,2,6,8,0,1407564.0
8328,2019,2,6,9,0,2084335.0
8345,2019,2,7,1,0,2075623.0
8346,2019,2,7,2,0,11283157.0
8347,2019,2,7,3,0,4131747.0
8348,2019,2,7,4,0,4168358.0
8349,2019,2,7,5,0,4471701.0
8350,2019,2,7,6,0,2515524.0
8351,2019,2,7,7,0,5247317.0
8352,2019,2,7,8,0,1408306.0
8353,2019,2,7,9,0,2051220.0
8370,2019,3,1,1,0,1855278.0
8371,2019,3,1,2,0,9791072.0
8372,2019,3,1,3,0,3618336.0
8373,2019,3,1,4,0,3868926.0
8374,2019,3,1,5,0,3484137.0
8375,2019,3,1,6,0,2276357.0
8376,2019,3,1,7,0,4279410.0
8377,2019,3,1,8,0,1205866.0
8378,2019,3,1,9,0,1662235.0
8395,2019,3,2,1,0,2631576.0
8396,2019,3,2,2,0,13675651.0
8397,2019,3,2,3,0,5112357.0
8398,2019,3,2,4,0,5298579.0
8399,2019,3,2,5,0,4788295.0
8400,2019,3,2,6,0,3091131.0
8401,2019,3,2,7,0,5757763.0
8402,2019,3,2,8,0,1578961.0
8403,2019,3,2,9,0,2244441.0
8420,2019,3,3,1,0,3224076.0
8421,2019,3,3,2,0,17377148.0
8422,2019,3,3,3,0,6493529.0
8423,2019,3,3,4,0,6574072.0
8424,2019,3,3,5,0,6720257.0
8425,2019,3,3,6,0,3956170.0
8426,2019,3,3,7,0,7819067.0
8427,2019,3,3,8,0,2133294.0
8428,2019,3,3,9,0,3105270.0
8445,2019,3,4,1,0,2445404.0
8446,2019,3,4,2,0,14285858.0
8447,2019,3,4,3,0,5179887.0
8448,2019,3,4,4,0,5381148.0
8449,2019,3,4,5,0,5678725.0
8450,2019,3,4,6,0,3319660.0
8451,2019,3,4,7,0,6727793.0
8452,2019,3,4,8,0,1792996.0
8453,2019,3,4,9,0,2571764.0
8470,2019,3,5,1,0,2364286.0
8471,2019,3,5,2,0,14015875.0
8472,2019,3,5,3,0,5080609.0
8473,2019,3,5,4,0,5285757.0
8474,2019,3,5,5,0,5645888.0
8475,2019,3,5,6,0,3277562.0
8476,2019,3,5,7,0,6687885.0
8477,2019,3,5,8,0,1771928.0
8478,2019,3,5,9,0,2542230.0
8495,2019,3,6,1,0,2370857.0
8496,2019,3,6,2,0,13912590.0
8497,2019,3,6,3,0,5048525.0
8498,2019,3,6,4,0,5254055.0
8499,2019,3,6,5,0,5618586.0
8500,2019,3,6,6,0,3348693.0
8501,2019,3,6,7,0,6696122.0
8502,2019,3,6,8,0,1774610.0
8503,2019,3,6,9,0,2526848.0
8520,2019,3,7,1,0,2343201.0
8521,2019,3,7,2,0,13653876.0
8522,2019,3,7,3,0,4973731.0
8523,2019,3,7,4,0,5163921.0
8524,2019,3,7,5,0,5524954.0
8525,2019,3,7,6,0,3187282.0
8526,2019,3,7,7,0,6624203.0
8527,2019,3,7,8,0,1752662.0
8528,2019,3,7,9,0,2485064.0
8545,2019,4,1,1,0,1464227.0
8546,2019,4,1,2,0,7861433.0
8547,2019,4,1,3,0,2915611.0
8548,2019,4,1,4,0,3088262.0
8549,2019,4,1,5,0,2992976.0
8550,2019,4,1,6,0,1836506.0
8551,2019,4,1,7,0,3529051.0
8552,2019,4,1,8,0,994980.0
8553,2019,4,1,9,0,1487252.0
8570,2019,4,2,1,0,2234524.0
8571,2019,4,2,2,0,11315059.0
8572,2019,4,2,3,0,4336890.0
8573,2019,4,2,4,0,4409743.0
8574,2019,4,2,5,0,4347030.0
8575,2019,4,2,6,0,2581809.0
8576,2019,4,2,7,0,4968379.0
8577,2019,4,2,8,0,1341080.0
8578,2019,4,2,9,0,2038870.0
8595,2019,4,3,1,0,2570104.0
8596,2019,4,3,2,0,14892862.0
8597,2019,4,3,3,0,5482640.0
8598,2019,4,3,4,0,5515171.0
8599,2019,4,3,5,0,5881940.0
8600,2019,4,3,6,0,3356628.0
8601,2019,4,3,7,0,6821866.0
8602,2019,4,3,8,0,1865194.0
8603,2019,4,3,9,0,2749552.0
8620,2019,4,4,1,0,2414976.0
8621,2019,4,4,2,0,14130018.0
8622,2019,4,4,3,0,5161683.0
8623,2019,4,4,4,0,5301761.0
8624,2019,4,4,5,0,5669260.0
8625,2019,4,4,6,0,3270646.0
8626,2019,4,4,7,0,6690589.0
8627,2019,4,4,8,0,1808222.0
8628,2019,4,4,9,0,2599984.0
8645,2019,4,5,1,0,2387774.0
8646,2019,4,5,2,0,14004849.0
8647,2019,4,5,3,0,5094101.0
8648,2019,4,5,4,0,5297761.0
8649,2019,4,5,5,0,5698246.0
8650,2019,4,5,6,0,3265163.0
8651,2019,4,5,7,0,6705298.0
8652,2019,4,5,8,0,1801425.0
8653,2019,4,5,9,0,2558625.0
8670,2019,4,6,1,0,3020912.0
8671,2019,4,6,2,0,17504600.0
8672,2019,4,6,3,0,6388025.0
8673,2019,4,6,4,0,6639750.0
8674,2019,4,6,5,0,7123770.0
8675,2019,4,6,6,0,4088153.0
8676,2019,4,6,7,0,8412563.0
8677,2019,4,6,8,0,2245886.0
8678,2019,4,6,9,0,3213498.0
8695,2019,4,7,1,0,2969066.0
8696,2019,4,7,2,0,17114388.0
8697,2019,4,7,3,0,6272191.0
8698,2019,4,7,4,0,6484716.0
8699,2019,4,7,5,0,7002225.0
8700,2019,4,7,6,0,3978636.0
8701,2019,4,7,7,0,8303199.0
8702,2019,4,7,8,0,2213317.0
8703,2019,4,7,9,0,3165850.0
8720,2019,5,1,1,0,1518321.0
8721,2019,5,1,2,0,8041667.0
8722,2019,5,1,3,0,3023967.0
8723,2019,5,1,4,0,3211190.0
8724,2019,5,1,5,0,2963455.0
8725,2019,5,1,6,0,1918452.0
8726,2019,5,1,7,0,3652164.0
8727,2019,5,1,8,0,979518.0
8728,2019,5,1,9,0,1384423.0
8745,2019,5,2,1,0,2293299.0
8746,2019,5,2,2,0,11576893.0
8747,2019,5,2,3,0,4430269.0
8748,2019,5,2,4,0,4480571.0
8749,2019,5,2,5,0,4280585.0
8750,2019,5,2,6,0,2727624.0
8751,2019,5,2,7,0,5037299.0
8752,2019,5,2,8,0,1392696.0
8753,2019,5,2,9,0,1938461.0
8770,2019,5,3,1,0,3233483.0
8771,2019,5,3,2,0,18881133.0
8772,2019,5,3,3,0,6951119.0
8773,2019,5,3,4,0,7039287.0
8774,2019,5,3,5,0,7401959.0
8775,2019,5,3,6,0,4295230.0
8776,2019,5,3,7,0,8746311.0
8777,2019,5,3,8,0,2342613.0
8778,2019,5,3,9,0,3395991.0
8795,2019,5,4,1,0,3055421.0
8796,2019,5,4,2,0,17929292.0
8797,2019,5,4,3,0,6512200.0
8798,2019,5,4,4,0,6761638.0
8799,2019,5,4,5,0,7174264.0
8800,2019,5,4,6,0,4162990.0
8801,2019,5,4,7,0,8530895.0
8802,2019,5,4,8,0,2257864.0
8803,2019,5,4,9,0,3208270.0
8820,2019,5,5,1,0,2933234.0
8821,2019,5,5,2,0,16820497.0
8822,2019,5,5,3,0,6183122.0
8823,2019,5,5,4,0,6510984.0
8824,2019,5,5,5,0,6845128.0
8825,2019,5,5,6,0,4000777.0
8826,2019,5,5,7,0,8073275.0
8827,2019,5,5,8,0,2162941.0
8828,2019,5,5,9,0,3009217.0
8845,2019,5,6,1,0,2411987.0
8846,2019,5,6,2,0,14047340.0
8847,2019,5,6,3,0,5126973.0
8848,2019,5,6,4,0,5324146.0
8849,2019,5,6,5,0,5697563.0
8850,2019,5,6,6,0,3304901.0
8851,2019,5,6,7,0,6819455.0
8852,2019,5,6,8,0,1806172.0
8853,2019,5,6,9,0,2552834.0
8870,2019,5,7,1,0,2143216.0
8871,2019,5,7,2,0,12178476.0
8872,2019,5,7,3,0,4497432.0
8873,2019,5,7,4,0,4669062.0
8874,2019,5,7,5,0,4923846.0
8875,2019,5,7,6,0,2851515.0
8876,2019,5,7,7,0,5911860.0
8877,2019,5,7,8,0,1560464.0
8878,2019,5,7,9,0,2212551.0
8895,2019,6,1,1,0,1759025.0
8896,2019,6,1,2,0,9392606.0
8897,2019,6,1,3,0,3498658.0
8898,2019,6,1,4,0,3776393.0
8899,2019,6,1,5,0,3456431.0
8900,2019,6,1,6,0,2257918.0
8901,2019,6,1,7,0,4247232.0
8902,2019,6,1,8,0,1169905.0
8903,2019,6,1,9,0,1644999.0
8920,2019,6,2,1,0,2650787.0
8921,2019,6,2,2,0,13551017.0
8922,2019,6,2,3,0,5103132.0
8923,2019,6,2,4,0,5348282.0
8924,2019,6,2,5,0,4961318.0
8925,2019,6,2,6,0,3096002.0
8926,2019,6,2,7,0,5860783.0
8927,2019,6,2,8,0,1591565.0
8928,2019,6,2,9,0,2285393.0
8945,2019,6,3,1,0,2459579.0
8946,2019,6,3,2,0,14253832.0
8947,2019,6,3,3,0,5214077.0
8948,2019,6,3,4,0,5256977.0
8949,2019,6,3,5,0,5526015.0
8950,2019,6,3,6,0,3202750.0
8951,2019,6,3,7,0,6470812.0
8952,2019,6,3,8,0,1749072.0
8953,2019,6,3,9,0,2574109.0
8970,2019,6,4,1,0,2228410.0
8971,2019,6,4,2,0,12607882.0
8972,2019,6,4,3,0,4581071.0
8973,2019,6,4,4,0,4833540.0
8974,2019,6,4,5,0,4954133.0
8975,2019,6,4,6,0,2890266.0
8976,2019,6,4,7,0,5812072.0
8977,2019,6,4,8,0,1568632.0
8978,2019,6,4,9,0,2297603.0
8995,2019,6,5,1,0,2397194.0
8996,2019,6,5,2,0,14082973.0
8997,2019,6,5,3,0,5130252.0
8998,2019,6,5,4,0,5228529.0
8999,2019,6,5,5,0,5663001.0
9000,2019,6,5,6,0,3224429.0
9001,2019,6,5,7,0,6617193.0
9002,2019,6,5,8,0,1777988.0
9003,2019,6,5,9,0,2560848.0
9020,2019,6,6,1,0,2358138.0
9021,2019,6,6,2,0,13831971.0
9022,2019,6,6,3,0,5045521.0
9023,2019,6,6,4,0,5135142.0
9024,2019,6,6,5,0,5580105.0
9025,2019,6,6,6,0,3238771.0
9026,2019,6,6,7,0,6582982.0
9027,2019,6,6,8,0,1755077.0
9028,2019,6,6,9,0,2537262.0
9045,2019,6,7,1,0,2318788.0
9046,2019,6,7,2,0,13464577.0
9047,2019,6,7,3,0,4941209.0
9048,2019,6,7,4,0,5032958.0
9049,2019,6,7,5,0,5462930.0
9050,2019,6,7,6,0,3091891.0
9051,2019,6,7,7,0,6495052.0
9052,2019,6,7,8,0,1725698.0
9053,2019,6,7,9,0,2475605.0
9070,2019,7,1,1,0,1289727.0
9071,2019,7,1,2,0,7371910.0
9072,2019,7,1,3,0,2672518.0
9073,2019,7,1,4,0,2829378.0
9074,2019,7,1,5,0,2565608.0
9075,2019,7,1,6,0,1629950.0
9076,2019,7,1,7,0,3150794.0
9077,2019,7,1,8,0,894436.0
9078,2019,7,1,9,0,1261432.0
9095,2019,7,2,1,0,1912198.0
9096,2019,7,2,2,0,10417146.0
9097,2019,7,2,3,0,3807102.0
9098,2019,7,2,4,0,3932632.0
9099,2019,7,2,5,0,3657108.0
9100,2019,7,2,6,0,2309861.0
9101,2019,7,2,7,0,4366812.0
9102,2019,7,2,8,0,1184463.0
9103,2019,7,2,9,0,1730789.0
9120,2019,7,3,1,0,2439562.0
9121,2019,7,3,2,0,14450453.0
9122,2019,7,3,3,0,5229646.0
9123,2019,7,3,4,0,5110968.0
9124,2019,7,3,5,0,5575742.0
9125,2019,7,3,6,0,3222617.0
9126,2019,7,3,7,0,6448068.0
9127,2019,7,3,8,0,1747428.0
9128,2019,7,3,9,0,2638721.0
9145,2019,7,4,1,0,2361799.0
9146,2019,7,4,2,0,13950390.0
9147,2019,7,4,3,0,4989822.0
9148,2019,7,4,4,0,4959184.0
9149,2019,7,4,5,0,5476207.0
9150,2019,7,4,6,0,3049352.0
9151,2019,7,4,7,0,6314556.0
9152,2019,7,4,8,0,1707752.0
9153,2019,7,4,9,0,2529427.0
9170,2019,7,5,1,0,2879353.0
9171,2019,7,5,2,0,17081342.0
9172,2019,7,5,3,0,6121976.0
9173,2019,7,5,4,0,6132743.0
9174,2019,7,5,5,0,6762813.0
9175,2019,7,5,6,0,3736020.0
9176,2019,7,5,7,0,7766880.0
9177,2019,7,5,8,0,2108484.0
9178,2019,7,5,9,0,3085616.0
9195,2019,7,6,1,0,2909057.0
9196,2019,7,6,2,0,17148218.0
9197,2019,7,6,3,0,6153703.0
9198,2019,7,6,4,0,6180808.0
9199,2019,7,6,5,0,6800228.0
9200,2019,7,6,6,0,3751701.0
9201,2019,7,6,7,0,7853131.0
9202,2019,7,6,8,0,2109729.0
9203,2019,7,6,9,0,3124285.0
9220,2019,7,7,1,0,2868538.0
9221,2019,7,7,2,0,16694110.0
9222,2019,7,7,3,0,6033486.0
9223,2019,7,7,4,0,6018006.0
9224,2019,7,7,5,0,6639904.0
9225,2019,7,7,6,0,3653492.0
9226,2019,7,7,7,0,7730950.0
9227,2019,7,7,8,0,2067994.0
9228,2019,7,7,9,0,3056220.0
9245,2019,8,1,1,0,1319746.0
9246,2019,8,1,2,0,7266067.0
9247,2019,8,1,3,0,2686294.0
9248,2019,8,1,4,0,2832913.0
9249,2019,8,1,5,0,2595954.0
9250,2019,8,1,6,0,1665194.0
9251,2019,8,1,7,0,3164643.0
9252,2019,8,1,8,0,880369.0
9253,2019,8,1,9,0,1260030.0
9270,2019,8,2,1,0,2395860.0
9271,2019,8,2,2,0,12454503.0
9272,2019,8,2,3,0,4727280.0
9273,2019,8,2,4,0,4790718.0
9274,2019,8,2,5,0,4576766.0
9275,2019,8,2,6,0,2829240.0
9276,2019,8,2,7,0,5327996.0
9277,2019,8,2,8,0,1430910.0
9278,2019,8,2,9,0,2121201.0
9295,2019,8,3,1,0,2982799.0
9296,2019,8,3,2,0,17316001.0
9297,2019,8,3,3,0,6323284.0
9298,2019,8,3,4,0,6199558.0
9299,2019,8,3,5,0,6678264.0
9300,2019,8,3,6,0,3801190.0
9301,2019,8,3,7,0,7687906.0
9302,2019,8,3,8,0,2067926.0
9303,2019,8,3,9,0,3157534.0
9320,2019,8,4,1,0,2738914.0
9321,2019,8,4,2,0,15353928.0
9322,2019,8,4,3,0,5561591.0
9323,2019,8,4,4,0,5611767.0
9324,2019,8,4,5,0,6007125.0
9325,2019,8,4,6,0,3371405.0
9326,2019,8,4,7,0,6838822.0
9327,2019,8,4,8,0,1857156.0
9328,2019,8,4,9,0,2758161.0
9345,2019,8,5,1,0,2330819.0
9346,2019,8,5,2,0,13660846.0
9347,2019,8,5,3,0,4932104.0
9348,2019,8,5,4,0,4870794.0
9349,2019,8,5,5,0,5388016.0
9350,2019,8,5,6,0,2977747.0
